Supplementary Data 5. Plasmid metadata,,,,,,,,,,,,,,,,,,,,,
AccessionVersion,SourceDB,MoleculeType,SeqName,Size,Topology,UpdateDate,Title,TaxId,TaxName,TaxSuperkingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpecies,MOB(1),PFinder_80 (2),PFinder_95 (3),Filtered (4),
NC_004981.2,refseq,Plasmid,pCL2.1,2047,circular,16-DEC-2014,"Lactococcus lactis ML8 plasmid pCL2.1, complete sequence",1358,Lactococcus lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NC_008597.1,refseq,Plasmid,pVI678,6222,circular,16-DEC-2014,"Escherichia coli plasmid pVI678, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,No,
NC_004988.1,refseq,Plasmid,lp16.9,16933,linear,16-DEC-2014,"Borrelia burgdorferi ATCC 35210 plasmid lp16.9, complete sequence",139,Borreliella burgdorferi,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella burgdorferi,-,-,-,No,
NC_005243.1,refseq,Plasmid,pC223,4608,circular,16-DEC-2014,"Staphylococcus aureus plasmid pC223, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,MOBP,rep7,-,No,
NC_005564.1,refseq,Plasmid,pS194,4397,circular,16-DEC-2014,"Staphylococcus aureus plasmid pS194, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,MOBP,rep7,rep7,No,
NC_002757.1,refseq,Plasmid,pUA140,5640,circular,16-DEC-2014,"Streptococcus mutans UA140 plasmid pUA140, complete sequence",1309,Streptococcus mutans,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,MOBC,-,-,No,
NC_005000.1,refseq,Plasmid,pRUM,24873,circular,16-DEC-2014,"Enterococcus faecium U37 plasmid pRUM, complete sequence",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,-,rep17;rep7,rep17,No,
NC_002013.1,refseq,Plasmid,pC194,2910,circular,16-DEC-2014,"Staphylococcus aureus plasmid pC194, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep13,rep13,No,
NC_008768.1,refseq,Plasmid,pVEF1,39626,circular,16-DEC-2014,"Enterococcus faecium plasmid pVEF1, complete sequence",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,-,rep2;repUS1,rep2;repUS1,No,
NC_010113.1,refseq,Plasmid,p0908,81413,circular,16-DEC-2014,"Vibrio sp. 0908 plasmid p0908, complete sequence",452802,Vibrio sp. 0908,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 0908,-,-,-,No,
NC_010114.1,refseq,Plasmid,p09022A,31036,circular,16-DEC-2014,"Vibrio sp. 09022 plasmid p09022A, complete sequence",452804,Vibrio sp. 09022,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 09022,-,-,-,No,
NC_010177.2,refseq,Plasmid,pGR7,2446,circular,16-DEC-2014,"Acetobacter pasteurianus plasmid pGR7, complete sequence",438,Acetobacter pasteurianus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus,-,-,-,No,
NC_003265.1,refseq,Plasmid,pETB,38211,circular,16-DEC-2014,"Staphylococcus aureus TY4 plasmid pETB, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,repUS5,repUS5,No,
NC_010230.1,refseq,Plasmid,pDN281,3041,circular,16-DEC-2014,"Streptococcus pyogenes plasmid pDN281, complete sequence",1314,Streptococcus pyogenes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,-,-,-,No,
NC_010262.1,refseq,Plasmid,pKH16,4442,circular,16-DEC-2014,"Staphylococcus aureus plasmid pKH16, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,MOBV,rep7,rep7,No,
NC_010260.1,refseq,Plasmid,pW2580,3043,circular,16-DEC-2014,"Streptococcus dysgalactiae subsp. equisimilis plasmid pW2580, complete sequence",119602,Streptococcus dysgalactiae subsp. equisimilis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,-,-,-,No,
NC_010330.1,refseq,Plasmid,pRI1,6038,circular,16-DEC-2014,"Enterococcus faecium plasmid pRI1, complete sequence",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,-,rep14,rep14,No,
NC_007190.1,refseq,Plasmid,pTF62,10402,circular,16-DEC-2014,"Thermus thermophilus plasmid pTF62, complete sequence",274,Thermus thermophilus,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,-,-,-,No,
NC_004429.1,refseq,Plasmid,pIS2,6349,circular,16-DEC-2014,"Escherichia coli plasmid pIS2, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,ColE10,ColE10,No,
NC_007203.1,refseq,Plasmid,pDAN-involved,6909,circular,16-DEC-2014,"Bacillus thuringiensis plasmid pDAN-involved, complete sequence",1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_002773.1,refseq,Plasmid,p2457TS2,3179,circular,16-DEC-2014,"Shigella flexneri 2a plasmid p2457TS2, complete sequence",42897,Shigella flexneri 2a,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,-,-,-,No,
NC_010378.1,refseq,Plasmid,pOLA52,51602,circular,16-DEC-2014,"Escherichia coli plasmid pOLA52, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBP,IncX1,IncX1,No,
NC_010409.1,refseq,Plasmid,pVM01,151002,circular,16-DEC-2014,"Escherichia coli plasmid pVM01, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBF,IncFIB(AP001918);IncFIC(FII),IncFIB(AP001918);IncFIC(FII),No,
NC_010481.1,refseq,Plasmid,pABIR,29823,circular,16-DEC-2014,"Acinetobacter baumannii plasmid pABIR, complete sequence",470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,-,-,-,No,
NC_010426.1,refseq,Plasmid,pKH13,2909,circular,16-DEC-2014,"Staphylococcus aureus plasmid pKH13, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep13,rep13,No,
NC_010427.1,refseq,Plasmid,pKH15,2907,circular,16-DEC-2014,"Staphylococcus aureus plasmid pKH15, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep13,rep13,No,
NC_009781.1,refseq,Plasmid,pIGJC156,5146,circular,16-DEC-2014,"Escherichia coli plasmid pIGJC156, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBQ,Col156,Col156,No,
NC_002147.1,refseq,Plasmid,pTi-SAKURA,206479,circular,16-DEC-2014,"Agrobacterium tumefaciens MAFF301001 plasmid pTi-SAKURA, complete sequence",358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,MOBP;MOBQ,-,-,No,
NC_010021.1,refseq,Plasmid,unknown plasmid,2749,circular,16-DEC-2014,"Zymomonas mobilis subsp. mobilis ATCC 10988 unknown plasmid, complete sequence",555217,Zymomonas mobilis subsp. mobilis ATCC 10988,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,MOBV,-,-,No,
NC_010077.1,refseq,Plasmid,EDINA,34986,circular,16-DEC-2014,"Staphylococcus aureus plasmid EDINA, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep16;rep19;rep20,rep16;rep19;rep20,No,
NC_010099.1,refseq,Plasmid,PPC1,1641,circular,16-DEC-2014,"Burkholderia cepacia plasmid PPC1, complete sequence",292,Burkholderia cepacia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia,-,-,-,No,
NC_003099.1,refseq,Plasmid,pRS3,3948,circular,16-DEC-2014,"Oenococcus oeni plasmid pRS3, complete sequence",1247,Oenococcus oeni,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,MOBV,-,-,No,
NC_008821.1,refseq,Plasmid,pVEF2,39714,circular,16-DEC-2014,"Enterococcus faecium plasmid pVEF2, complete sequence",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,-,rep2;repUS1,rep2;repUS1,No,
NC_001399.1,refseq,Plasmid,pJTPS1,6633,circular,16-DEC-2014,"Ralstonia solanacearum M4S plasmid pJTPS1, complete sequence",305,Ralstonia solanacearum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,-,-,-,No,
NC_005570.1,refseq,Plasmid,p29807,2682,circular,16-DEC-2014,"Yersinia enterocolitica 29807 plasmid p29807, complete sequence",630,Yersinia enterocolitica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,-,-,-,No,
NC_006868.1,refseq,Plasmid,pCCK647,5198,circular,16-DEC-2014,"Pasteurella multocida 6647 plasmid pCCK647, complete sequence",747,Pasteurella multocida,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,MOBP,-,-,No,
NC_006904.1,refseq,Plasmid,pOM1,3926,circular,16-DEC-2014,"Oenococcus oeni M1 plasmid pOM1, complete sequence",1247,Oenococcus oeni,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,MOBV,-,-,No,
NC_001272.2,refseq,Plasmid,pBMB9741,6578,circular,16-DEC-2014,"Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB9741, complete sequence",570416,Bacillus thuringiensis serovar kurstaki str. YBT-1520,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,MOBV,-,-,No,
NC_006399.1,refseq,Plasmid,pPB1,2899,circular,16-DEC-2014,"Lactobacillus plantarum BIFI-38 plasmid pPB1, complete sequence",1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,MOBV,-,-,No,
NC_010616.1,refseq,Plasmid,pWBG1773,2916,circular,16-DEC-2014,"Staphylococcus aureus plasmid pWBG1773, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep13,rep13,No,
NC_010684.1,refseq,Plasmid,pKH21,2531,circular,16-DEC-2014,"Staphylococcus aureus plasmid pKH21, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep21,-,No,
NC_010685.1,refseq,Plasmid,pKH19,2473,circular,16-DEC-2014,"Staphylococcus aureus plasmid pKH19, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep10,rep10,No,
NC_010686.1,refseq,Plasmid,pKH20,2412,circular,16-DEC-2014,"Staphylococcus aureus plasmid pKH20, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep10,rep10,No,
NC_010687.1,refseq,Plasmid,pKH12,3011,circular,16-DEC-2014,"Staphylococcus aureus plasmid pKH12, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep21,rep21,No,
NC_010726.1,refseq,Plasmid,pMET-1,41723,circular,16-DEC-2014,"Klebsiella pneumoniae plasmid pMET-1, complete sequence",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,MOBC,IncFII(pMET),IncFII(pMET),No,
NC_007635.1,refseq,Plasmid,pCoo,98396,circular,16-DEC-2014,"Escherichia coli plasmid pCoo, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,IncFII(pCoo);IncI1,IncFII(pCoo);IncI1,No,
NC_004959.1,refseq,Plasmid,pSRQ900,10836,circular,16-DEC-2014,"Lactococcus lactis W-37 plasmid pSRQ900, complete sequence",1358,Lactococcus lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,No,
NC_001774.1,refseq,Plasmid,pIG1,5360,circular,16-DEC-2014,"Pasteurella multocida Pm1096 plasmid pIG1, complete sequence",747,Pasteurella multocida,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,MOBP,-,-,No,
NC_010851.1,refseq,Plasmid,pFRL1,54288,linear,16-DEC-2014,"Streptomyces sp. FR1 plasmid pFRL1, complete sequence",349971,Streptomyces sp. FR1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. FR1,-,-,-,No,
NC_010857.1,refseq,Plasmid,p6043A,4896,circular,16-DEC-2014,"Bifidobacterium longum plasmid p6043A, complete sequence",216816,Bifidobacterium longum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,MOBQ,-,-,No,
NC_010861.1,refseq,Plasmid,p6043B,3680,circular,16-DEC-2014,"Bifidobacterium longum plasmid p6043B, complete sequence",216816,Bifidobacterium longum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,MOBQ,-,-,No,
NC_010862.1,refseq,Plasmid,pMAR7,101558,circular,16-DEC-2014,"Escherichia coli plasmid pMAR7, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBF,IncFIB(pB171);IncFII(pCoo),IncFIB(pB171);IncFII(pCoo),No,
NC_010870.1,refseq,Plasmid,pK29,269674,circular,16-DEC-2014,"Klebsiella pneumoniae plasmid pK29, complete sequence",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,MOBH,IncHI2;IncHI2A;RepA,IncHI2;IncHI2A,No,
NC_010885.1,refseq,Plasmid,pIGWZ12,4072,circular,16-DEC-2014,"Escherichia coli plasmid pIGWZ12, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBQ,Col8282,-,No,
NC_010886.1,refseq,Plasmid,pK245,98264,circular,16-DEC-2014,"Klebsiella pneumoniae plasmid pK245, complete sequence",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,FIA(pBK30683);IncR,IncR,No,
NC_010898.1,refseq,Plasmid,pIGRW12,4995,circular,16-DEC-2014,"Escherichia coli plasmid pIGRW12, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBP,ColRNAI,-,No,
NC_010913.1,refseq,Plasmid,pMA3,5089,circular,16-DEC-2014,"Lactobacillus paracasei plasmid pMA3, complete sequence",1597,Lactobacillus paracasei,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paracasei,-,-,-,No,
NC_010919.1,refseq,Plasmid,pRA3,45909,circular,16-DEC-2014,"Aeromonas hydrophila plasmid pRA3, complete sequence",644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,MOBP,IncU,IncU,No,
NC_010929.1,refseq,Plasmid,Ti plasmid pTiBo542,244978,circular,16-DEC-2014,"Agrobacterium tumefaciens Ti plasmid pTiBo542, complete sequence",358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,MOBP;MOBQ,-,-,No,
NC_010937.1,refseq,Plasmid,pCW3,47263,circular,16-DEC-2014,"Clostridium perfringens plasmid pCW3, complete sequence",1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,MOBM,-,-,No,
NC_010980.1,refseq,Plasmid,pVEF3,63135,circular,16-DEC-2014,"Enterococcus faecium plasmid pVEF3, complete sequence",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,-,rep2;repUS1,rep2;repUS1,No,
NC_011101.1,refseq,Plasmid,pLTK13,34522,circular,16-DEC-2014,"Lactobacillus plantarum plasmid pLTK13, complete sequence",1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,MOBQ,-,-,No,
NC_011102.1,refseq,Plasmid,pMyBK1,3432,circular,16-DEC-2014,"Mycoplasma yeatsii plasmid pMyBK1, complete sequence",51365,Mycoplasma yeatsii,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma yeatsii,MOBV,-,-,No,
NC_011136.1,refseq,Plasmid,pLR1,2066,circular,16-DEC-2014,"Lactobacillus plantarum plasmid pLR1, complete sequence",1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,-,-,-,No,
NC_011139.1,refseq,Plasmid,pFI2576,2197,circular,16-DEC-2014,"Bifidobacterium longum plasmid pFI2576, complete sequence",216816,Bifidobacterium longum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,-,-,-,No,
NC_011140.1,refseq,Plasmid,pIP816,34616,circular,16-DEC-2014,"Enterococcus faecium plasmid pIP816, complete sequence",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,-,rep1;rep2,rep1;rep2,No,
NC_011207.1,refseq,Plasmid,pBRST7.6,7621,circular,16-DEC-2014,"Aeromonas hydrophila plasmid pBRST7.6, complete sequence",644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,MOBP,IncQ2,IncQ2,No,
NC_011228.1,refseq,Plasmid,pO26-S4,6758,linear,16-DEC-2014,"Escherichia coli plasmid pO26-S4, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBQ,Col156,-,No,
NC_011363.1,refseq,Plasmid,pZMO1,1651,linear,16-DEC-2014,"Zymomonas mobilis subsp. mobilis ATCC 10988 plasmid pZMO1, complete sequence",555217,Zymomonas mobilis subsp. mobilis ATCC 10988,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,-,-,-,No,
NC_011364.1,refseq,Plasmid,pMG1,65029,linear,16-DEC-2014,"Enterococcus faecium plasmid pMG1, complete sequence",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,MOBP,repUS7,repUS7,No,
NC_011378.1,refseq,Plasmid,pCCK1900,10226,circular,16-DEC-2014,"Pasteurella multocida plasmid pCCK1900, complete sequence",747,Pasteurella multocida,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,MOBQ,IncQ1,IncQ1,No,
NC_005013.1,refseq,Plasmid,pAMalpha1,9759,circular,16-DEC-2014,"Enterococcus faecalis DS5 plasmid pAMalpha1, complete sequence",1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,MOBV;MOBV,rep22;rep6,rep22;rep6,No,
NC_002517.1,refseq,Plasmid,p21,20719,circular,16-DEC-2014,"Staphylococcus aureus plasmid p21, complete sequence",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,rep16;rep5,rep16;rep5,No,
NC_002120.1,refseq,Plasmid,pYVe227,69673,circular,16-DEC-2014,"Yersinia enterocolitica W22703 plasmid pYVe227, complete sequence",913028,Yersinia enterocolitica W22703,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,-,IncFII(Y),IncFII(Y),No,
NC_001431.1,refseq,Plasmid,pMBCP,2241,circular,16-DEC-2014,"Ralstonia pickettii plasmid pMBCP, complete sequence",329,Ralstonia pickettii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii,-,-,-,No,
NC_011405.1,refseq,Plasmid,pIGRK,2348,circular,16-DEC-2014,"Klebsiella pneumoniae plasmid pIGRK, complete sequence",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,Col(IRGK),Col(IRGK),No,
NC_011406.1,refseq,Plasmid,pIGMS31,2520,circular,16-DEC-2014,"Klebsiella pneumoniae plasmid pIGMS31, complete sequence",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,MOBV,Col(IMGS31),Col(IMGS31),No,
NC_011418.1,refseq,Plasmid,pEC278,4669,circular,16-DEC-2014,"Escherichia coli plasmid pEC278, complete sequence",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,MOBP,-,-,No,
NC_011497.1,refseq,Plasmid,pLP2111,2111,circular,16-DEC-2014,"Lactobacillus plantarum plasmid pLP2111, complete sequence",1590,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,-,-,-,No,
